passage_id,node_id,numChildren,label,Edge_id,parent_type,Parent_id,parent_edge_id,Terminal,Text,Original Refinement,Refinement2,Comments,Possible Foundational layer disputes,text_reduced,text_reduced1
900,1.13,4,D,1.3->1.13,FN,1.3,1.1->1.3,[R in] [E a] [E bantering] [C tone],"[A [D So] [U ,] [G Mr ... Naturalist] [U .] ... [A you] [F 'll] [D just] [D keep on] [P believing] [A [R in] [S [E the] [C existence] ] [A [R of] [E some] [E [S enormous] [A* cetacean] ] [C cetacean] ] ] ] [U ,] [U ""] [A Ned Land] [P continued] [D [R in] [E a] [E bantering] [C tone] ] [U ,] [U ""]",description,,,,[A][U][U][A][P][D][U][U,AAPD
900,1.22,1,D,1.4->1.22,FN,1.4,1.3->1.4,just,"[D So] [U ,] [G Mr ... Naturalist] [U .] ... [A you] [F 'll] [D just] [D keep on] [P believing] [A [R in] [S [E the] [C existence] ] [A [R of] [E some] [E [S enormous] [A* cetacean] ] [C cetacean] ] ]",description,,,,[D][U][G][U][A][F][D][D][P][A],DADDPA
900,1.23,2,D,1.4->1.23,FN,1.4,1.3->1.4,keep on,"[D So] [U ,] [G Mr ... Naturalist] [U .] ... [A you] [F 'll] [D just] [D keep on] [P believing] [A [R in] [S [E the] [C existence] ] [A [R of] [E some] [E [S enormous] [A* cetacean] ] [C cetacean] ] ]",description,,,,[D][U][G][U][A][F][D][D][P][A],DADDPA
900,1.78,1,D,1.74->1.78,FN,1.74,1.73->1.74,powerful,[A* mammal] [R with] [S [E a] ... [C constitution] ] [D powerful],description,,,,[A*][R][S][D],A*SD
900,1.119,1,D,1.115->1.119,FN,1.115,1.106->1.115,penetrating,"[A* tusk] [R that] [F has] [D tremendous] [D penetrating] [S power] [U .] [U ""]",description,,,,[A*][R][F][D][D][S][U][U,A*DDS
901,1.32,1,D,1.27->1.32,FN,1.27,1.23->1.27,want,[A IMPLICIT] [A* man] [R who] [F does] [D n't] [D want] [F to] [F be] [P convinced] [U .],description,,,,[A][A*][R][F][D][D][F][F][P][U,AA*DDP
902,1.1,1,D,1.98->1.100,FN,1.98,1.96->1.98,takes,"[F it] [D takes] [D incalculable] [S strength] [A [H [A IMPLICIT] [D just] [F to] [P live] [A [R in] [E those] [E deep] [C strata] ] ] [L and] [H [A IMPLICIT] [D* just] [P withstand] [A [E their] [C pressure] [U .] [U ""] ] ] ]",description,,,,[F][D][D][S][A],DDSA
902,1.106,1,D,1.104->1.106,FN,1.104,1.103->1.104,just,[A IMPLICIT] [D just] [F to] [P live] [A [R in] [E those] [E deep] [C strata] ],description,,,,[A][D][F][P][A],ADPA
905,1.136,3,D,1.124->1.136,FN,1.124,1.102->1.124,[R with] [E equal] [C pressure],[A [E the] [C air] ] [P penetrates] [A [E [E the] [C interior] [R of] ] [E your] [C body] ] [D [R with] [E equal] [C pressure] ],description,,,,[A][P][A][D],APAD
905,1.154,1,D,1.142->1.154,FN,1.142,1.102->1.142,perfect,[A [C [E the] [E inside] ... [C* pressures] ] [N and] [C [E* the] [E outside] [C pressures] ] ] [F are] [S [R in] ... [C balance] ] [D perfect],description,,,,[A][F][S][D],ASD
905,1.16,2,D,1.157->1.160,FN,1.157,1.102->1.157,each other,[A they] [P neutralize] [D each other],description,,,,[A][P][D],APD
905,1.163,1,D,1.162->1.163,FN,1.162,1.102->1.162,allow,[D allow] [A you] [F to] [P tolerate] [A them],description,,,,[D][A][F][P][A],DAPA
905,1.2,1,D,1.199->1.200,FN,1.199,1.195->1.199,growing,[A* Ned] [D growing] [D more] [P interested],description,,,,[A*][D][D][P],A*DDP
906,1.25,1,D,1.24->1.25,FN,1.24,1.15->1.24,proportionate,[A* vertebrates] [D proportionate] [S [R in] [C bulk] ],description,,,,[A*][D][S],A*DS
907,1.71,4,D,1.67->1.71,FN,1.67,1.42->1.67,[R with] [E the] [C speed] [E [R of] [E an] [E express] [C train] ],[A it] [D were] [P launched] [D [R with] [E the] [C speed] [E [R of] [E an] [E express] [C train] ] ] [A [R against] [E [E a] [C ship] [R 's] ] [C hull] ],description,,,,[A][D][P][D][A],ADPDA
907,1.12,1,D,1.117->1.120,FN,1.117,1.109->1.117,willing,[A* Canadian] [D still] [D not] [D willing] [F to] [P give in],description,,,,[A*][D][D][D][F][P],A*DDDP
907,1.202,1,D,1.201->1.202,FN,1.201,1.190->1.201,how,[D how] [F do] [A you] [P explain] [A [E the] [C accident] [E [A* accident] [R that] [P happened] [A [R to] [E the] [C Scotia] ] ] ],description,,,,[D][F][A][P][A],DAPA
907,1.233,1,D,1.219->1.233,FN,1.219,1.1->1.219,hesitating,"[A [A It] [F 's] [S maybe] ] [U .] [U .] [U .] [U ,] [U ""] [A Ned] [P said] [U ,] [D hesitating]",description,,,,[A][U][U][U][U][U][A][P][U][D],AAPD
907,1.267,1,D,1.266->1.267,FN,1.266,1.260->1.266,unconsciously,[A* Canadian] [D unconsciously] [P echoing] [A [E a] [E famous] [C catchphrase] [E [R of] [E [E the] [C scientist] ] [C Arago] [U .] ] ],description,,,,[A*][D][P][A],A*DPA
908,1.1,1,D,1.3->1.10,FN,1.3,1.1->1.3,other,"[A [E this] [C reply] ] [P proved] [D nothing] [U ,] [D other] [A [R than] [D how] [S bullheaded] [A [E the] [C harpooner] ] [D could] [F be] ]",description,,,,[A][P][D][U][D][A],APDDA
969,1.9,1,D,1.89->1.90,FN,1.89,1.88->1.89,Anxious,[D Anxious] [F to] [P see] [A [A Ned Land] [P [R at] [C work] ] ] ... [A* Farragut],description,,,,[D][F][P][A][A*,DPAA*
969,1.118,1,D,1.112->1.118,FN,1.112,1.1->1.112,good,[A [E the] [C Canadian] ] [F had] [D such] [D good] [S luck],description,,,,[A][F][D][D][S],ADDS
969,1.127,5,D,1.122->1.127,FN,1.122,1.121->1.122,[C right] [U -] [N and] [U -] [C left],[A IMPLICIT] [R with] [P [E a] ... [C shot] ] [D [C right] [U -] [N and] [U -] [C left] ],description,,,,[A][R][P][D],APD
971,1.18,3,D,1.2->1.18,FN,1.2,1.1->1.2,[R with] [E prodigious] [C speed],[A [E The] [C frigate] ] [P sailed] [A [R along] [E the] [E east] [C coast] [E [R of] [E South] [C America] ] ] [D [R with] [E prodigious] [C speed] ],description,,,,[A][P][A][D],APAD
971,1.56,1,D,1.51->1.56,FN,1.51,1.1->1.51,unwilling,[A [E Commander] [C Farragut] ] [F was] [D unwilling] [F to] [P attempt] [A [E this] [E tortuous] [C passageway] ],description,,,,[A][F][D][F][P][A],ADPA
972,1.1,1,D,1.2->1.10,FN,1.2,1.1->1.2,unanimously,[A [E The] [C crew] ] [P sided] [A [R with] [C him] ] [D unanimously],description,,,,[A][P][A][D],APAD
975,1.7,2,D,1.3->1.7,FN,1.3,1.1->1.3,[E amazingly] [C wide],[A IMPLICIT] [A they] [P opened] [D [E amazingly] [C wide] ],description,,,,[A][A][P][D],AAPD
975,1.88,4,D,1.59->1.88,FN,1.59,1.1->1.59,had an ... shot at,"[A [C [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [U ,] [E [A* [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [R whose] [A [A* [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [S ability] [A [A* [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [F to] [P see] [A [R in] [E the] [C dark] ] ] ] [P increased] [A [E their] [C chances] ] [D [R by] [E fifty] [C percent] ] ] ] [U ,] [D had an ... shot at] [D excellent] ... [P winning] [A [E the] [C prize] [U .] ]",description,,,,[A][U][D][D][P][A],ADDPA
975,1.89,1,D,1.59->1.89,FN,1.59,1.1->1.59,excellent,"[A [C [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [U ,] [E [A* [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [R whose] [A [A* [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [S ability] [A [A* [A those] [S with] [A [E nyctalopic] [C eyes] ] ] [F to] [P see] [A [R in] [E the] [C dark] ] ] ] [P increased] [A [E their] [C chances] ] [D [R by] [E fifty] [C percent] ] ] ] [U ,] [D had an ... shot at] [D excellent] ... [P winning] [A [E the] [C prize] [U .] ]",description,,,,[A][U][D][D][P][A],ADDPA
976,1.86,1,D,1.84->1.86,FN,1.84,1.1->1.84,eagerly,[A I] [D eagerly] [P scoured] [A [E that] [E [C cotton] [U -] [E colored] ] [C wake] [E [A* wake] [R that] [P whitened] [A [E the] [C ocean] ] ] ],description,,,,[A][D][P][A],ADPA
976,1.118,1,D,1.113->1.118,FN,1.113,1.1->1.113,shared,[D [E how many] [C times] ] [A I] [D shared] [P [E the] [C excitement] ] [A [R of] [C [E general] [C staff] ] [N and] [C crew] ],description,,,,[D][A][D][P][A],DADPA
976,1.241,4,D,1.227->1.241,FN,1.227,1.1->1.227,[R in] [E a] [E calm] [C tone],"[A [C Conseil] [U ,] [E [A* Conseil] [R as] [S stoic] [D as ever] ] ] [U ,] [D kept] [P repeating] [A [R to] [C me] ] [D [R in] [E a] [E calm] [C tone] ] [U :] [U ""] [A [L If] [H [A [E [C master] [R 's] ] [C eyes] ] [F would] [D kindly] [D stop] [P bulging] ] [U ,] [H [A master] [F will] [P see] [D farther] [U !] [U ""] ] ]",description,,,,[A][U][D][P][A][D][U][U][A],ADPADA
976,1.257,1,D,1.250->1.257,FN,1.25,1.248->1.250,kindly,[A [E [C master] [R 's] ] [C eyes] ] [F would] [D kindly] [D stop] [P bulging],description,,,,[A][F][D][D][P],ADDP
977,1.58,3,D,1.55->1.58,FN,1.55,1.53->1.55,[E a] [C chorus] [R of],[A IMPLICIT] [A IMPLICIT] [D [E a] [C chorus] [R of] ] [P curses] [U !],description,,,,[A][A][D][P][U,AADP
980,1.48,1,D,1.45->1.48,FN,1.45,1.40->1.45,just,[A we] [F 're] [D just] [P wandering around] [D [R at] [C random] ],description,,,,[A][F][D][P][D],ADPD
980,1.5,2,D,1.45->1.50,FN,1.45,1.40->1.45,[R at] [C random],[A we] [F 're] [D just] [P wandering around] [D [R at] [C random] ],description,,,,[A][F][D][P][D],ADPD
980,1.79,1,D,1.75->1.79,FN,1.75,1.3->1.75,willing,[A I] [F 'm] [D truly] [D willing] [P [F to] [C believe] ] [A it],description,,,,[A][F][D][D][P][A],ADDPA
980,1.172,1,D,1.171->1.172,FN,1.171,1.169->1.171,naturally,[D naturally] [S slow] [A* animal],description,,,,[D][S][A*,DSA*
980,1.182,1,D,1.178->1.182,FN,1.178,1.175->1.178,swiftly,[A* animal] [P [F to] [C move] ] [D swiftly],description,,,,[A*][P][D],A*PD
981,1.17,1,D,1.11->1.17,FN,1.11,1.1->1.11,blindly,[G Obviously] [A we] [F were] [D just] [P groping] [D blindly],description,,,,[G][A][F][D][P][D],ADPD
981,1.21,2,D,1.20->1.21,FN,1.2,1.1->1.20,[C how] [E else],[D [C how] [E else] ] [D could] [A we] [P go about] [A it],description,,,,[D][D][A][P][A],DDAPA
981,1.36,1,D,1.31->1.36,FN,1.31,1.1->1.31,automatically,[A [E our] [C chances] ] [F were] [D automatically] [D pretty] [S limited],description,,,,[A][F][D][D][S],ADDS
982,1.61,1,D,1.51->1.61,FN,1.51,1.1->1.51,westward,[A [E the] [C frigate] ] [D took] [P [E a] ... [C heading] ] [D [E more] [C decisive] ] [D westward],description,,,,[A][D][P][D][D],ADPDD
982,1.152,1,D,1.147->1.152,FN,1.147,1.1->1.147,well,[A [E the] [C frigate] ] [P kept ... out] [D well],description,,,,[A][P][D],APD
983,1.37,1,D,1.33->1.37,FN,1.33,1.1->1.33,hideously,[A Hearts] [F were] [P pounding] [D hideously],description,,,,[A][F][P][D],APD
983,1.122,1,D,1.120->1.122,FN,1.12,1.83->1.120,intolerable,[A IMPLICIT] [D intolerable] [P anguish],description,,,,[A][D][P],ADP
983,1.15,2,D,1.148->1.150,FN,1.148,1.142->1.148,[E so] [C intense],[A* state] [P irritability] [D [E so] [C intense] ],description,,,,[A*][P][D],A*PD
983,1.161,2,D,1.154->1.161,FN,1.154,1.1->1.154,bound to,[A [E a] [C [A IMPLICIT] [P reaction] ] ] [F was] [D bound to] [P follow] [U .],description,,,,[A][F][D][P][U,ADP
984,1.56,1,D,1.55->1.56,FN,1.55,1.1->1.55,abruptly,[A* Abraham Lincoln] [D abruptly] [P veering off course],description,,,,[A*][D][P],A*DP
984,1.61,1,D,1.59->1.61,FN,1.59,1.1->1.59,sharply,[A* Abraham Lincoln] [P swerving] [D sharply] [A [R from] [C [E one] [C tack] ] [R to] [C [C* tack] [E another] ] ],description,,,,[A*][P][D][A],A*PDA
984,1.73,1,D,1.71->1.73,FN,1.71,1.1->1.71,suddenly,[A* Abraham Lincoln] [P stopping] [D suddenly],description,,,,[A*][P][D],A*PD
984,1.91,4,D,1.90->1.91,FN,1.9,1.1->1.90,at the risk of,[A* Abraham Lincoln] [D at the risk of] [P stripping] [A [E its] [C gears] ],description,,,,[A*][D][P][A],A*DPA
984,1.102,1,D,1.98->1.102,FN,1.98,1.1->1.98,leave,[A it] [F did] [D n't] [D leave] [A [E a] [E single] [C point] ] [P unexplored] [A [R from] [C [E the] [C beaches] [E [R of] [C Japan] ] ] [R to] [C [E the] [C coasts] [E [R of] [C America] ] ] ],description,,,,[A][F][D][D][A][P][A],ADDAPA
984,1.147,1,D,1.145->1.147,FN,1.145,1.143->1.145,remotely,"[D IMPLICIT] [A* Nothing] [D remotely] [S resembling] [A [C [E a] [E gigantic] [C narwhale] ] [U ,] [N or] [C [E an] [E underwater] [C islet] ] [U ,] [N or] [C [E a] [E derelict] [C shipwreck] ] [U ,] [N or] [C [E a] [E [S runaway] [A* reef] ] [C reef] ] [U ,] [N or] [C [C anything] [E [A* anything] [D [E the] [E least] [C bit] ] [S unearthly] [U !] ] ] ]",description,,,,[D][A*][D][S][A],DA*DSA
985,1.103,3,D,1.88->1.103,FN,1.88,1.1->1.88,[E all] [R at] [C once],[A [E [E The] [C mountains] [R of] ] [C arguments] [E [A IMPLICIT] [A* mountains] [P amassed] [D [R over] [E a] [C year] ] ] ] [P collapsed] [D [E all] [R at] [C once] ],description,,,,[A][P][D],APD
985,1.114,1,D,1.109->1.114,FN,1.109,1.1->1.109,wanted,[A [E each] [C man] ] [T now] [D wanted] [D only] [F to] [P catch up] [A [R on] [C [A* man] [P [E his] [C [C eating] [N and] [C sleeping] ] ] ] ],description,,,,[A][T][D][D][F][P][A],ADDPA
985,1.138,2,D,1.135->1.138,FN,1.135,1.131->1.135,[E so] [C stupidly],[A he] [F had] [D [E so] [C stupidly] ] [P sacrificed] [U .],description,,,,[A][F][D][P][U,ADP
986,1.3,4,D,1.2->1.3,FN,1.2,1.1->1.2,[R With] [E typical] [E human] [C fickleness],"[D [R With] [E typical] [E human] [C fickleness] ] [U ,] [A they] [P jumped] [A [R from] [E one] [C extreme] ] [A [C* extreme] [R to] [E the] [E other] ]",description,,,,[D][U][A][P][A][A],DAPAA
986,1.88,1,D,1.81->1.88,FN,1.81,1.1->1.81,characteristic,[F it] [D had n't been for] [A [E Commander] [C Farragut] [R 's] ] [D characteristic] [S stubbornness],description,,,,[F][D][A][D][S],DADS
987,1.8,1,D,1.4->1.8,FN,1.4,1.3->1.4,futile,[A IMPLICIT] [P [E this] ... [C search] ] [D futile],description,,,,[A][P][D],APD
988,1.7,3,D,1.2->1.7,FN,1.2,1.1->1.2,[R to] [E this] [C effect],[A IMPLICIT] [P [E A] [C request] ] [D [R to] [E this] [C effect] ] [A [A* request] [F was] [P presented] [A [R to] [E the] [C commander] ] ],description,,,,[A][P][D][A],APDA
988,1.5,1,D,1.47->1.50,FN,1.47,1.1->1.47,unwilling,[A I] [F 'm] [D unwilling] [F to] [P say] [A [R that] [F there was] [P mutiny] [A [R on] [C board] ] ],description,,,,[A][F][D][F][P][A],ADPA
989,1.4,3,D,1.33->1.40,FN,1.33,1.1->1.33,[R with] [E renewed] [C care],[A IMPLICIT] [A [E The] [C ocean] ] [F was] [P observed] [D [R with] [E renewed] [C care] ],description,,,,[A][A][F][P][D],AAPD
989,1.95,1,D,1.89->1.95,FN,1.89,1.1->1.89,acceptable,[A [E the] [C latter] ] [F had] [D no] [D acceptable] [P excuse] [A [A* latter] [R for] [P ignoring] [A [P [E this] [C Summons] ] [A [A IMPLICIT] [A* latter] [P [F to] [C Appear] [U !] ] ] ] ],description,,,,[A][F][D][D][P][A],ADDPA
990,1.13,3,D,1.8->1.13,FN,1.8,1.1->1.8,[R at] [E half] [C steam],[A [E The] [C Abraham Lincoln] ] [P stayed] [D [R at] [E half] [C steam] ],description,,,,[A][P][D],APD
990,1.116,1,D,1.113->1.116,FN,1.113,1.1->1.113,leave,[A* longboats] [F did] [D n't] [D leave] [A [E a] [E single] [C point] [E [R of] [E the] [C sea] ] ] [P unexplored],description,,,,[A*][F][D][D][A][P],A*DDAP
991,1.57,1,D,1.47->1.57,FN,1.47,1.1->1.47,decisively,[P leave ... behind] [A [E the] [E northerly] [C regions] [E [R of] [E the] [C Pacific] ] ] [D decisively] ... [U .],description,,,,[P][A][D][U,PAD
992,1.84,1,D,1.79->1.84,FN,1.79,1.1->1.79,placidly,[A [E The] [C sea] ] [P undulated] [D placidly] [A [R beneath] [E [E the] [C frigate] [R 's] ] [C stempost] [U .] ],description,,,,[A][P][D][A],APDA
993,1.56,3,D,1.50->1.56,FN,1.5,1.46->1.50,[C little] [R by] [C little],[A* horizon] [R which] [P [C shrank] [N and] [C darkened] ] [D [C little] [R by] [C little] ],description,,,,[A*][R][P][D],A*PD
994,1.27,1,D,1.28->1.27,FN,1.24,1.10->1.24,general,[R under] [E the] [E general] [C [A* lad] [D* general] [P influence] ],description,,,,[A*][D*][P],A*D*P
996,1.23,1,D,1.18->1.23,FN,1.18,1.3->1.18,expected,[A I] [T never] [D expected] [F to] [P win] [A [E that] [C prize] ],description,,,,[A][T][D][F][P][A],ADPA
997,1.33,2,D,1.27->1.33,FN,1.27,1.6->1.27,[E too] [C hastily],[A we] [P jumped] [A [R into] [C it] ] [D [E too] [C hastily] ],description,,,,[A][P][A][D],APAD
997,1.5,1,D,1.46->1.50,FN,1.46,1.6->1.46,futile,[D what] [P [E a] ... [C expense] ] [D futile] ... [A [R of] [C emotion] ],description,,,,[D][P][D][A],DPDA
997,1.188,1,D,1.180->1.188,FN,1.18,1.1->1.180,serenely,"[A [H [G To be sure] ... [A I] [F do] [P think] [A [A they] [F 'll] [P have fun] [A [R at] [E [C master] [R 's] ] [C expense] ] ] ] [U .] [L And] [H [A IMPLICIT] [D must] [A it] [F be] [P said] ] ] [U ,] [U ""] [A Conseil] [P replied] [D serenely] [U ,] [U ""]",description,,,,[A][U][U][A][P][D][U][U,AAPD
997,1.24,1,D,1.235->1.240,FN,1.235,1.232->1.235,right,[A it] [D will] [P serve] [A master] [D right],description,,,,[A][D][P][A][D],ADPAD
997,1.262,2,D,1.259->1.262,FN,1.259,1.257->1.259,[E the] [C honor],[A one] [F has] [D [E the] [C honor] ] [S [R of] [C being] ] [A [E an] [C [A* one] [P expert] ] ],description,,,,[A][F][D][S][A],ADSA
846,1.52,2,D,1.44->1.52,FN,1.44,1.1->1.44,[E more] [C swiftly],[A [E the] [C propeller] ] [P churned] [A [E the] [C waves] ] [D [E more] [C swiftly] ],"description,comparative",,,,[A][P][A][D],APAD
894,1.109,3,D,1.105->1.109,FN,1.105,1.1->1.105,[E more] [C closely] [U .],[A I] [P pressed] [A him] [D [E more] [C closely] [U .] ],"description,comparative",,,,[A][P][A][D],APAD
48,1.101,1,D,1.97->1.101,FN,1.97,1.1->1.97,again,"[A [E The] [C monster] ] [D again] [P became] [A [C [C [E an] [C islet] ] [U ,] [C [E* an] [C rock] ] [U ,] [N or] [C [E* an] [C reef] ] ] [U ,] [R but] [E [E a] [E runaway] [C reef] [U ,] [E [A* reef] [S [C unfixed] [N and] [C elusive] [U .] ] ] ] ]",frequency,,,,[A][D][P][A],ADPA
293,1.12,1,D,1.111->1.120,FN,1.111,1.107->1.111,constant,[A* nation] [R whose] [A [E every] [C [A* nation] [P move] ] ] [F is] [P [R under] ... [C surveillance] ] [D constant] ... [A [R by] [E rival] [C powers] [U .] ],frequency,,,,[A*][R][A][F][P][D][A],A*APDA
295,1.8,1,D,1.3->1.8,FN,1.3,1.1->1.3,again,[A [E the] [C monster] ] [P surfaced] [D again],frequency,,,,[A][P][D],APD
302,1.124,4,D,1.94->1.124,FN,1.94,1.77->1.94,[R for] [E long] [C intervals] [U .],"[A* animals] [R which] [A [C [E some] [C development] [E [R or] [C other] ] ] [U ,] [C [E an] [C urge] ] [N or] [C [E a] [C whim] [E if you prefer] ] ] [U ,] [D can] [P bring] [A [R to] [E [E the] [E upper] [C level] [R of] ] [E the] [C ocean] ] [D [R for] [E long] [C intervals] [U .] ]",frequency,,,,[A*][R][A][U][D][P][A][D],A*ADPAD
304,1.19,1,D,1.7->1.19,FN,1.7,1.6->1.7,often,"[A [C [E The] [E common] [C narwhale] ] [U ,] [N or] [C [E* The] [E sea] [C unicorn] ] ] [U ,] [D often] [D reaches] [S [E a] [C length] ] [A [R of] [E sixty] [C feet] ]",frequency,,,,[A][U][D][D][S][A],ADDSA
306,1.18,2,D,1.12->1.18,FN,1.12,1.7->1.12,[E ten] [C times],[A [E this] [C weapon] ] [F to] [F be] [D [E ten] [C times] ] [S stronger],frequency,,,,[A][F][F][D][S],ADS
314,1.83,1,D,1.80->1.83,FN,1.8,1.1->1.80,constantly,"[A People] [F were] [D constantly] [P babbling] [A [R about] [E the] [C creature] ] [U ,] [G even] [A [R via] [E the] [E Atlantic] [C Cable] ]",frequency,,,,[A][F][D][P][A][U][G][A],ADPAA
315,1.8,1,D,1.50->1.80,FN,1.5,1.44->1.50,again,"[R that] [A [E the] [C Tampico] [U ,] [E [E a] [C steamer] [E [R on] [E the] [E San Francisco] [C line] ] [E [A* steamer] [P sailing] [A [R from] [C California] ] [A [R to] [C Shanghai] ] ] ] ] [U ,] [F had] [P sighted] [A [E the] [C animal] ] [D again] [U ,] [T [E three] [C weeks] [R before] ] [A [R in] [E the] [E northerly] [C seas] [E [R of] [E the] [C Pacific] [U .] ] ]",frequency,,,,[R][A][U][F][P][A][D][U][T][A],APADA
815,1.39,1,D,1.32->1.39,FN,1.32,1.27->1.32,again,"[A* I] [F to] [P see] [A [C [E my] [C country] ] ... [C [E my] [C friends] ] [U ,] [C [E my] [E modest] [C quarters] [E [R by] [E the] [E Botanical] [C Gardens] ] ] [U ,] [C [E my] [E dearly] [E beloved] [C collections] ] ] [D again] [U ,]",frequency,,,,[A*][F][P][A][D][U,A*PAD
826,1.1,3,D,1.2->1.10,FN,1.2,1.1->1.2,[E a] [E third] [C time],"[A [G Conseil] ] [U !] [U ""] [A I] [P called] [D [E a] [E third] [C time] ]",frequency,,,,[A][U][U][A][P][D],AAPD
828,1.27,1,D,1.24->1.27,FN,1.24,1.22->1.24,over,[A* Conseil] [P think] [A it] [D over],frequency,,,,[A*][P][A][D],A*PAD
844,1.55,2,D,1.54->1.55,FN,1.54,1.1->1.54,[E three] [C times],"[A* Abraham Lincoln] [D [E three] [C times] ] [P [C lowering] [N and] [C hoisting] ] [A [E the] [E American] [C flag] [U ,] [E [R whose] [A [E* flag] [E thirty ... nine] [U -] ... [C stars] ] [P gleamed] [A [R from] [E the] [C gaff] [E [R of] [E the] [E mizzen] [C sail] ] ] ] ]",frequency,,,,[A*][D][P][A],A*DPA
976,1.114,2,D,1.113->1.114,FN,1.113,1.1->1.113,[E how many] [C times],[D [E how many] [C times] ] [A I] [D shared] [P [E the] [C excitement] ] [A [R of] [C [E general] [C staff] ] [N and] [C crew] ],frequency,,,,[D][A][D][P][A],DADPA
979,1.101,2,D,1.100->1.101,FN,1.1,1.1->1.100,[E [E A] [C hundred] ] [C times],[D [E [E A] [C hundred] ] [C times] ] [A I] [P chided] [A him],frequency,,,,[D][A][P][A],DAPA
980,1.66,1,D,1.57->1.66,FN,1.57,1.54->1.57,again,[A they] [F 've] [P sighted] [A [E this] [E [S slippery] [A* beast] ] [C beast] ] [D again] [A [R in] [E the] [E Pacific] [E high] [C seas] ],frequency,,,,[A][F][P][A][D][A],APADA
983,1.84,3,D,1.83->1.84,FN,1.83,1.1->1.83,[E [E Twenty] [C times] ] [E a] [C day],"[D [E [E Twenty] [C times] ] [E a] [C day] ] [A [C [P [E some] [C error] ] [A [R in] [C [A IMPLICIT] [P perception] ] ] ] [U ,] [N or] [C [E the] [E optical] [C illusions] [E [R of] [E some] [C sailor] [E [A* sailor] [P perched] [A [R in] [E the] [C crosstrees] ] ] ] ] ] [U ,] [F would] [P cause] [A [A IMPLICIT] [D intolerable] [P anguish] ]",frequency,,,,[D][A][U][F][P][A],DAPA
983,1.134,3,D,1.132->1.134,FN,1.132,1.127->1.132,[E twenty] [C times] [R over],[A* emotion] [P repeated] [D [E twenty] [C times] [R over] ],frequency,,,,[A*][P][D],A*PD
984,1.85,3,D,1.75->1.85,FN,1.75,1.1->1.75,[R in] [E quick] [C succession],[S IMPLICIT] [A* Abraham Lincoln] [A [C [A* Abraham Lincoln] [P putting on] [A steam] ] [N and] [C [A* Abraham Lincoln] [P reversing] [A engines] ] ] [D [R in] [E quick] [C succession] ],frequency,,,,[S][A*][A][D],SA*AD
985,1.98,3,D,1.95->1.98,FN,1.95,1.89->1.95,[R over] [E a] [C year],[A IMPLICIT] [A* mountains] [P amassed] [D [R over] [E a] [C year] ],frequency,,,,[A][A*][P][D],AA*PD
844,1.139,4,D,1.130->1.139,FN,1.13,1.120->1.130,[E one] [E more] [C time] [U .],[A* strip] [R where] [A [E [C thousands] [R of] ] [C spectators] ] [P acclaimed] [A us] [D [E one] [E more] [C time] [U .] ],"frequency,comparative",,,,[A*][R][A][P][A][D],A*APAD
907,1.176,0,D,1.175->1.176,FN,1.175,1.141->1.175,,[D IMPLICIT] [A you] [P say],IMPLICIT,,,,[D][A][P],DAP
984,1.146,0,D,1.145->1.146,FN,1.145,1.143->1.145,,"[D IMPLICIT] [A* Nothing] [D remotely] [S resembling] [A [C [E a] [E gigantic] [C narwhale] ] [U ,] [N or] [C [E an] [E underwater] [C islet] ] [U ,] [N or] [C [E a] [E derelict] [C shipwreck] ] [U ,] [N or] [C [E a] [E [S runaway] [A* reef] ] [C reef] ] [U ,] [N or] [C [C anything] [E [A* anything] [D [E the] [E least] [C bit] ] [S unearthly] [U !] ] ] ]",IMPLICIT,,,,[D][A*][D][S][A],DA*DSA
38,1.111,1,D,1.92->1.111,FN,1.92,1.1->1.92,would,"[A [E No] [C naturalist] [U ,] [E [C [N neither] [C Cuvier] [N nor] [C Lacépède] ] [U ,] [C [N neither] [C Professor Dumeril] [N nor] [C Professor de Quatrefages] ] ] ] [U ,] [D would] [F have] [P accepted] [A [S [E the] [C existence] ] [A [R of] [C [A [A [E such] [E a] [C monster] ] [S sight] ] [S unseen] ] [F -] [E [A* monster] [G specifically] [U ,] [S unseen] [A [R by] [E their] [E own] [E scientific] [C eyes] [U .] ] ] ] ]",mood,mood,,,[A][U][D][F][P][A],ADPA
